Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks,Strategy,RiskProfile
2025-05-30,956168.096032385,-0.0003220994606517591,4.057992150402777e-09,-0.0003221035186439095,4.057992150402777e-06,20,XGB_TurnoverAware,conservative
2025-06-06,958893.3327638184,0.0031663464284483744,0.0003161815434854079,0.0028501648849629667,0.3161815434854079,20,XGB_TurnoverAware,conservative
2025-06-13,975843.5844572376,0.018214549906270028,0.0005376601894927417,0.017676889716777285,0.5376601894927417,20,XGB_TurnoverAware,conservative
2025-06-20,994484.1384656643,0.019101989608808045,1.7394428175494743e-12,0.019101989607068603,1.7394428175494742e-09,20,XGB_TurnoverAware,conservative
2025-06-27,990379.3681183896,-0.0038878543047982106,0.0002396829665430611,-0.004127537271341272,0.2396829665430611,20,XGB_TurnoverAware,conservative
2025-07-04,949485.3514909588,-0.040890577868496925,0.0004006868163934008,-0.041291264684890326,0.40068681639340076,20,XGB_TurnoverAware,conservative
2025-07-11,941885.9652889465,-0.00758183520315725,0.0004218545747620815,-0.008003689777919331,0.4218545747620815,20,XGB_TurnoverAware,conservative
2025-07-18,923532.2046657056,-0.019085494410561066,0.0004006868254131416,-0.019486181235974207,0.40068682541314166,20,XGB_TurnoverAware,conservative
2025-07-25,910886.9273150923,-0.013692296795696723,3.291128333137668e-10,-0.013692297124809556,3.291128333137668e-07,20,XGB_TurnoverAware,conservative
2025-08-01,919079.9373289102,0.009393874776143951,0.00039933355688698925,0.008994541219256962,0.39933355688698924,20,XGB_TurnoverAware,conservative
2025-08-08,951569.2159959389,0.0357497855273079,0.0004000000000000173,0.03534978552730788,0.40000000000001734,20,XGB_TurnoverAware,conservative
2025-08-18,964974.7922613666,0.014087866304771213,3.813972731857982e-09,0.014087862490798481,3.8139727318579822e-06,20,XGB_TurnoverAware,conservative
2025-08-25,954119.6964168453,-0.010820493267190368,0.00042860456580371434,-0.011249097832994081,0.42860456580371437,20,XGB_TurnoverAware,conservative
