Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks,Strategy,RiskProfile,CostBps
2025-08-18,1027106.6495605818,0.00529251712045653,1.457167719820518e-19,0.00529251712045653,1.457167719820518e-16,20,BuyHold,,10.0
2025-08-25,1016173.5079387336,-0.010644602122404367,2.2898349882893855e-19,-0.010644602122404367,2.2898349882893854e-16,20,BuyHold,,10.0
2025-09-02,1021722.1137253753,0.005460293683405393,0.0,0.005460293683405393,0.0,20,BuyHold,,10.0
2025-09-09,1040564.745321308,0.01844203168631564,2.2898349882893855e-19,0.01844203168631564,2.2898349882893854e-16,20,BuyHold,,10.0
2025-09-16,1041595.7712760268,0.0009908330638286333,2.2898349882893855e-19,0.0009908330638286333,2.2898349882893854e-16,20,BuyHold,,10.0
2025-09-23,1020105.7081000033,-0.020631864844935732,2.2898349882893855e-19,-0.020631864844935732,2.2898349882893854e-16,20,BuyHold,,10.0
2025-09-30,1039909.6318526936,0.019413599586239005,0.0,0.019413599586239005,0.0,20,BuyHold,,10.0
2025-10-08,1052429.228606469,0.012039119910323803,1.5265566588595902e-19,0.012039119910323803,1.5265566588595902e-16,20,BuyHold,,10.0
2025-10-15,1084005.6310312639,0.030003349932237633,2.359223927328458e-19,0.030003349932237633,2.3592239273284576e-16,20,BuyHold,,10.0
2025-10-23,1080518.6293582392,-0.00321677450116864,0.0,-0.00321677450116864,0.0,20,BuyHold,,10.0
2025-10-30,1063998.603940638,-0.015288977874831411,1.5265566588595902e-19,-0.015288977874831411,1.5265566588595902e-16,20,BuyHold,,10.0
2025-11-07,1085776.1935649167,0.02046768627667639,0.0,0.02046768627667639,0.0,20,BuyHold,,10.0
2025-11-14,1095951.7645062034,0.009371702015198213,1.5265566588595902e-19,0.009371702015198213,1.5265566588595902e-16,20,BuyHold,,10.0
